k1,k2,k3,cost,success,ier,mesg,X0,k_HO2_wall,k_OH_wall,S_HO2,S_OH
2.286979004462344e-12,1.2844997114042094e-10,1.633441752925443e-12,1586017.01875,True,2,The relative error between two consecutive iterates is at most 0.000000,4393798979559.0,3.9931778326904395,11.899930862639602,2.393812873002703e-10,3.894819075971557e-11
1.3678763040496262e-12,1.174047138938535e-10,1.7379449304442425e-12,1527694.35428,True,1,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000,4623342152665.984,4.329969685156502,11.47258470087295,2.6861419954171646e-10,2.8309132425590626e-11
1.5381521770806142e-12,7.292036806443434e-11,1.6895190226941596e-12,1531261.63829,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4476057440530.138,4.022076807765022,12.182931259944802,2.304322502055705e-10,3.0251509409723784e-11
1.6235006830555833e-12,1.0592543769258298e-10,1.5628179652415583e-12,1532921.6505,True,2,The relative error between two consecutive iterates is at most 0.000000,4781634784906.617,3.7135476080527248,12.072674076279132,2.3535401063974417e-10,2.988524115551159e-11
1.8416071885469827e-12,1.183852389111936e-10,1.1869710328796404e-12,1554117.79532,True,2,The relative error between two consecutive iterates is at most 0.000000,4506190369019.996,5.254540785010568,9.191343049485518,2.3883943518961005e-10,3.395428569299596e-11
1.7966328685737134e-12,8.425812456462261e-11,1.8918778000048013e-12,1547982.26613,True,1,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000,4339446190169.2515,3.070328119354903,13.95583664867397,2.349063904357422e-10,3.414594753519486e-11
2.201464919378077e-12,7.734467897733221e-11,1.3617110224836896e-12,1548319.14518,True,1,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000,4495618212742.276,4.352927212842073,12.883766703792874,2.0887911325946826e-10,3.658450993295089e-11
1.3447178433705637e-12,1.1130539020240554e-10,1.468204590797708e-12,1524162.69061,True,2,The relative error between two consecutive iterates is at most 0.000000,4890327824943.606,4.861416882857787,12.060205297355667,2.5373039260445466e-10,2.6535876916805225e-11
1.4877377545669898e-12,1.001351805610915e-10,1.485718394738206e-12,1573597.90739,True,2,The relative error between two consecutive iterates is at most 0.000000,4627192952958.569,3.2520604023248048,10.261106236495234,2.366248243826726e-10,2.9150233707620854e-11
1.858756425967509e-12,7.069948757427649e-11,1.4062452267458306e-12,1531011.96096,True,2,The relative error between two consecutive iterates is at most 0.000000,4386931306706.9497,4.5536812088471885,10.072307098401346,2.1776331072915239e-10,3.416886471518891e-11
1.4077993877247574e-12,1.2342873214499057e-10,1.3726964459258709e-12,1532560.44134,True,2,The relative error between two consecutive iterates is at most 0.000000,4817730143155.74,4.921190378924195,9.854686020637189,2.5832835250904204e-10,2.7749654474655133e-11
1.4361639807462966e-12,1.019221539436012e-10,1.6596066799863174e-12,1525592.77486,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4640415372459.008,4.256715175788807,7.756760275036118,2.498843064227473e-10,2.863019039738722e-11
1.9604966204442257e-12,1.1719655594784153e-10,1.1306794252259654e-12,1551873.83007,True,2,The relative error between two consecutive iterates is at most 0.000000,4590411113052.644,5.560213359018056,7.765037330794811,2.3145575101683062e-10,3.444635117087523e-11
1.4740060653307975e-12,9.860192634668441e-11,1.5333070878849336e-12,1524122.94189,True,2,The relative error between two consecutive iterates is at most 0.000000,4662894483103.792,4.617680964078224,8.185120717659542,2.4351123167340863e-10,2.891338248050807e-11
1.7723224941105464e-12,8.917643634470447e-11,1.6208886769488692e-12,1533300.42114,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4513615007890.957,3.7700748015735615,11.045112876367956,2.2891905402539786e-10,3.27159505444279e-11
1.3953687702532029e-12,1.256219247560171e-10,1.7337998731027682e-12,1526741.23513,True,2,The relative error between two consecutive iterates is at most 0.000000,4769002488760.306,4.241023303523895,11.519303676012171,2.6798629426555234e-10,2.7936647878200278e-11
1.3753967892623517e-12,1.2424011445942744e-10,1.239485475743052e-12,1522317.2496,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4764064536334.853,6.145091983772687,8.364071777064101,2.6546769272224184e-10,2.7709292390276265e-11
1.745919261957895e-12,1.3192761663327712e-10,1.594731451741296e-12,1544763.34289,True,2,The relative error between two consecutive iterates is at most 0.000000,4560573304075.468,4.25192951019625,13.455644796980026,2.554157610519132e-10,3.302162763049277e-11
1.971326700769139e-12,9.788589400780493e-11,1.4420001459637455e-12,1543489.99446,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4579311704824.791,4.199092733849089,11.196290687369064,2.234318485398745e-10,3.403730163446814e-11
1.1923740372504956e-12,8.691075040884248e-11,1.6441572147785879e-12,1533677.5126,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4798079609965.579,4.446619946889472,9.684100851596499,2.486047420451705e-10,2.4698346415974216e-11
1.3535474012857086e-12,9.616948388037403e-11,1.4641443668191314e-12,1527908.14356,True,1,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000,4894904619632.337,4.486280420143778,5.8842244267893244,2.386444231516387e-10,2.62735721869038e-11
2.2347671865243338e-12,1.2194763604138476e-10,1.0609936622159646e-12,1780990.49495,True,2,The relative error between two consecutive iterates is at most 0.000000,3318398998418.3306,5.489567424634541,11.171153054110992,2.7554208660519976e-10,5.0372078696756506e-11
1.7281261357948417e-12,1.1128348885313585e-10,1.468732699268033e-12,1534297.39235,True,1,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000,4719511933504.419,4.563703296320848,10.2694823565785,2.3731691083885906e-10,3.131057860911686e-11
1.7815735564124823e-12,1.3240982220705763e-10,1.4983774835401163e-12,1554676.20005,True,2,The relative error between two consecutive iterates is at most 0.000000,4775271695275.6875,3.7269149110010917,8.885827904378315,2.421282221685591e-10,3.1807423042379044e-11
1.2293537540552214e-12,1.1311942256873075e-10,1.4427186079565763e-12,1522903.96651,True,1,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000,4881278945636.182,5.546355883362762,9.261815756280505,2.6666727245874563e-10,2.5400841517075766e-11
1.929514013697721e-12,1.4568417398379623e-10,1.361933202829622e-12,1589705.29386,True,2,The relative error between two consecutive iterates is at most 0.000000,4599387271736.059,3.962568498201902,12.755366601502697,2.4665151311697524e-10,3.515286622541267e-11
2.190791920531903e-12,1.0304509128013473e-10,1.2960907673802071e-12,1569752.4983,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4746228319491.492,4.004487157602941,10.246469975481807,2.106790594242536e-10,3.484163326235982e-11
1.5604435685649204e-12,1.2355871181220257e-10,1.3900983221026248e-12,1529176.13708,True,2,The relative error between two consecutive iterates is at most 0.000000,4646780815487.252,5.308439817153381,10.704997253503043,2.56837153205287e-10,3.0361704720495905e-11
1.7792752560442424e-12,1.0444250498565334e-10,1.3478984088461845e-12,1540595.62218,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4400826274535.304,4.961084584586791,10.265197722197836,2.3939792251892783e-10,3.390423231579011e-11
1.6224344825112957e-12,1.2522211619333896e-10,1.56758145338053e-12,1537736.47949,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4494728252139.233,4.5389791757572,11.029305491684704,2.6009331542018465e-10,3.2070952148355236e-11
1.618182197500179e-12,1.0764674057693027e-10,1.854638636920982e-12,1537521.9368,True,2,The relative error between two consecutive iterates is at most 0.000000,4518062124708.659,3.4349980623746315,11.633758964145894,2.5015655272798534e-10,3.150498747693485e-11
2.284701231448356e-12,1.0768552719068325e-10,1.6708819756056182e-12,1576952.13318,True,2,The relative error between two consecutive iterates is at most 0.000000,4361128988644.7876,3.5511419142518603,13.585866642479669,2.3049981445201707e-10,3.881086043020767e-11
2.0975133236049824e-12,8.985741954443868e-11,9.176182458164174e-13,1615973.09624,True,2,The relative error between two consecutive iterates is at most 0.000000,4730805141394.286,5.031952558969842,9.190031858984513,2.00651206646539e-10,3.421172920831774e-11
2.1522228141208587e-12,1.153115287449425e-10,1.5002044981672343e-12,1563636.67458,True,1,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000,4433285885510.689,4.284647858876807,9.810856159629898,2.336015654382413e-10,3.725545923405914e-11
1.786234367893608e-12,1.0808132947388737e-10,1.4795773548423655e-12,1546716.91059,True,2,The relative error between two consecutive iterates is at most 0.000000,4286364333273.9175,4.653514220760915,12.090293167855666,2.4755482376596556e-10,3.491779803958613e-11
1.6140122707135771e-12,1.0004495229425202e-10,1.3462853421725345e-12,1535887.7125,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4918988382358.0625,4.439520230097644,8.167027003497797,2.2569556687256894e-10,2.8832890388450652e-11
1.6016042240363416e-12,1.34362170568198e-10,1.312576525128485e-12,1534086.33937,True,2,The relative error between two consecutive iterates is at most 0.000000,4730951134310.312,5.415632440457537,10.443292974597504,2.575483499420776e-10,3.041823749319081e-11
1.3218741474175202e-12,1.1454417024106264e-10,1.4721445692807955e-12,1533204.8932,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4727292587328.38,4.631260609594898,10.568490316326033,2.6053891749564226e-10,2.7186611320416563e-11
1.760538189953307e-12,1.0451451668804375e-10,1.27612793565085e-12,1567982.48312,True,2,The relative error between two consecutive iterates is at most 0.000000,4292626847489.933,4.732427109695134,11.968166239709591,2.403643365212839e-10,3.418614176023013e-11
2.01498810650414e-12,9.200723171324934e-11,1.6304603534244018e-12,1551799.70892,True,2,The relative error between two consecutive iterates is at most 0.000000,4300556902016.883,3.7301760082084265,12.239784305069206,2.3070741667345536e-10,3.675616848930012e-11
1.7877879080626225e-12,1.227725184995714e-10,1.8084547410420873e-12,1548729.07099,True,2,The relative error between two consecutive iterates is at most 0.000000,4641726488644.268,3.436689727748579,10.590989606526843,2.4715896196268584e-10,3.2556457281733056e-11
1.30914391190115e-12,1.1921611605055514e-10,1.4125501876963407e-12,1529869.99789,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4871222713929.099,4.898702966264563,8.549122663772033,2.6095590011282923e-10,2.6319319996048995e-11
2.3717607114950095e-12,1.2348828786867104e-10,1.3278638687925156e-12,1579316.23391,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4485974811245.163,4.911518749101694,11.853854254156191,2.2878566193947748e-10,3.879662110013454e-11
1.9360542195004772e-12,8.648841491691896e-11,1.1680121100228873e-12,1535581.79004,True,1,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000,4683050844109.504,5.582044601239578,8.005553044306799,2.1368026492535103e-10,3.295839854836637e-11
1.7295095560636862e-12,7.556245517544033e-11,1.3995832113007574e-12,1531747.01911,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4485176320659.437,4.277075992620482,9.488000962331638,2.1902105113881184e-10,3.219372559954863e-11
2.0952920766749337e-12,1.275954228239017e-10,1.4716561988951503e-12,1571021.99586,True,1,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000,4266610400564.2217,5.034531394947078,11.513140236524169,2.499716511384441e-10,3.834945747937752e-11
1.5427000272572788e-12,9.91341357478894e-11,1.9303801578389796e-12,1540046.72876,True,2,The relative error between two consecutive iterates is at most 0.000000,4437499398296.487,3.398539986184778,13.2179064169941,2.527789126030552e-10,3.1005444779894075e-11
1.2731939286131754e-12,1.1090887467341002e-10,1.3939032399692815e-12,1534963.32273,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4675295629720.13,5.096872842557075,10.519561829232122,2.6343893199621105e-10,2.6819834682755238e-11
1.858554163405977e-12,1.201294470348585e-10,1.4848926284967328e-12,1555748.47276,True,1,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000,4611300539900.628,3.7372926796158703,12.960338393581038,2.3697574598818487e-10,3.3492791965536006e-11
1.9340460736970908e-12,1.0551241219055211e-10,1.3942026152193607e-12,1549587.25262,True,2,The relative error between two consecutive iterates is at most 0.000000,4671125762427.256,4.033355356485742,10.40166188687626,2.2362672485213102e-10,3.337008634138056e-11
1.481888307690786e-12,8.402223248028413e-11,1.2622201487829903e-12,1536254.68488,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4868197505659.748,4.797548905461467,5.978092200282618,2.204534131346815e-10,2.7413920284908132e-11
1.3667138827776367e-12,1.0302869761815813e-10,1.4927758736535647e-12,1523661.96392,True,1,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000,4670306621689.066,5.118460012304172,9.580137714974576,2.5407651748927634e-10,2.7753811639251026e-11
1.9866916016316986e-12,1.0053212670063717e-10,1.3237820964501742e-12,1542754.47409,True,2,The relative error between two consecutive iterates is at most 0.000000,4564103761920.913,5.025223050164337,8.16924887627602,2.2520400267886039e-10,3.4559911856583886e-11
1.885268577091752e-12,1.2003640434183554e-10,1.6982178657211992e-12,1556263.28493,True,2,The relative error between two consecutive iterates is at most 0.000000,4358789408643.6367,4.061264351737564,11.17404177498657,2.5076538539648754e-10,3.556249276253073e-11
1.8211496917744275e-12,1.2189824341236558e-10,1.3981416761608615e-12,1570014.59748,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4808212737920.387,3.5559619434506518,10.201226483814608,2.3046057618099725e-10,3.183393797286371e-11
1.9773272911256413e-12,1.3115572536989855e-10,1.0539202177050814e-12,1905617.68094,True,2,The relative error between two consecutive iterates is at most 0.000000,3422054037137.4023,4.396344790789284,12.853651506398197,2.7573968882172096e-10,4.6259805358836095e-11
1.9093749327079004e-12,1.0229553759738734e-10,1.3625925994853206e-12,1547796.76155,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4795072183911.943,4.10999615378374,10.509796884035465,2.187164521039818e-10,3.234684487969794e-11
1.4302976288314442e-12,1.0098079957867353e-10,1.341330338253652e-12,1523894.84768,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4605139175324.609,5.988808394894834,6.722927731842365,2.510511307229187e-10,2.8675479959655836e-11
1.778772319233938e-12,1.1171968960478019e-10,1.190803894929784e-12,1569086.28774,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4780890716688.031,4.507624764007325,10.4855591316452,2.2627718275624184e-10,3.1909381189167224e-11
1.3594750906277215e-12,9.854598871940607e-11,1.2088620059323646e-12,1525095.5154,True,1,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000,4607700913177.902,6.180392661980436,8.885109200909747,2.5078615550414146e-10,2.770137440990736e-11
1.1480755452219026e-12,1.172853994195936e-10,1.3690828472367762e-12,1523915.48713,True,2,The relative error between two consecutive iterates is at most 0.000000,4940197080906.86,5.989770997694988,8.502168173548025,2.7595392795294635e-10,2.4148142270499827e-11
1.5322886118682201e-12,1.177185470688258e-10,9.752144166263012e-13,2259605.10409,True,2,The relative error between two consecutive iterates is at most 0.000000,4095736717297.472,2.0433256667620165,13.750609349219284,2.4025407614085e-10,3.3975452145240896e-11
1.5080886749780342e-12,1.1075893890061438e-10,1.4936286466003057e-12,1535339.27017,True,2,The relative error between two consecutive iterates is at most 0.000000,4954532965005.476,3.9479271613864864,15.75729491067185,2.388867905088e-10,2.792812968350907e-11
1.537324979802097e-12,1.0578960504538763e-10,1.173811332579334e-12,1526887.84461,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4681618433049.226,5.885240909631451,10.252948969364553,2.4202391923661264e-10,2.957825514910925e-11
1.882009595151415e-12,1.0247356038666723e-10,1.261575594447491e-12,1537833.54894,True,1,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000,4454094985922.002,5.740654024877625,10.218322049817965,2.348870832257383e-10,3.4457704236809204e-11
1.866341984151861e-12,9.298350703780511e-11,1.4484104055984106e-12,1535636.19937,True,2,The relative error between two consecutive iterates is at most 0.000000,4554387933787.057,4.450309973737229,11.003469041035238,2.2575712243498984e-10,3.342016239438399e-11
1.891221482614555e-12,1.0171559053881985e-10,1.4692257193983258e-12,1540507.92527,True,2,The relative error between two consecutive iterates is at most 0.000000,4591149377534.469,4.165949508659934,9.58286691589345,2.278613969718302e-10,3.347722593658414e-11
1.5620820949930381e-12,1.1120115602409342e-10,1.5767328777062528e-12,1529118.65832,True,2,The relative error between two consecutive iterates is at most 0.000000,4625606646961.873,4.326006345601078,12.196892794665851,2.4907984811936e-10,3.0306433995211794e-11
1.707760735595303e-12,1.3025886380070798e-10,1.317146719059752e-12,1561374.50249,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4906655110808.685,4.247811671973258,9.808747934843927,2.384609115163646e-10,3.013983000307409e-11
1.7506457331147074e-12,1.1552159520688624e-10,1.1459250390496309e-12,1537103.79355,True,2,The relative error between two consecutive iterates is at most 0.000000,4711466626566.058,5.759741399538503,9.497708216780165,2.364221445530908e-10,3.1790564858001676e-11
2.0705712799610214e-12,1.258159622665188e-10,1.373764720333612e-12,1559582.49579,True,2,The relative error between two consecutive iterates is at most 0.000000,4558735058318.8545,4.741775814862427,10.673569729395352,2.3634519691386553e-10,3.5763962166784415e-11
1.909574841121458e-12,1.0456330293603645e-10,1.1946820512164368e-12,1540484.08346,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4707850177439.161,5.479591950447024,10.194850024051082,2.2437961773996484e-10,3.298751919914798e-11
1.9302260945679535e-12,1.3608856451258073e-10,1.625116617349192e-12,1558623.63858,True,2,The relative error between two consecutive iterates is at most 0.000000,4535340492601.031,3.865388614318806,11.446691607931388,2.492433511823203e-10,3.4708607321648405e-11
1.547476720230436e-12,1.1553017790092268e-10,1.303061684548043e-12,1550427.16963,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4706473081699.721,4.612526682458187,13.695992719677722,2.444294647117475e-10,2.974665855896959e-11
1.9501172525123816e-12,1.0454282053491043e-10,9.651803198458714e-13,1538787.66007,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4412217190649.049,7.099854640619173,11.428288234197975,2.340315094222678e-10,3.540320551275414e-11
1.5881619065783455e-12,1.1969900232845953e-10,1.3706966252310759e-12,1536048.37603,True,2,The relative error between two consecutive iterates is at most 0.000000,4801582058414.778,4.669223796636306,10.532169964436996,2.445148404536794e-10,2.9644243462696575e-11
1.5023067460898783e-12,1.0128547338173231e-10,1.4191681306007535e-12,1535587.69205,True,2,The relative error between two consecutive iterates is at most 0.000000,4889727135674.2295,4.154761959291996,11.021703797980003,2.3269566156803349e-10,2.7980980239788005e-11
1.717201347711358e-12,7.651759061989763e-11,1.61456630974382e-12,1528532.37695,True,2,The relative error between two consecutive iterates is at most 0.000000,4601241294638.453,3.308616770470359,10.308539201943445,2.1811225271790097e-10,3.111485213093782e-11
2.1506942867715403e-12,1.2374968924031903e-10,1.6287207837516821e-12,1576704.03682,True,1,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000,4263227986698.4243,4.213685604445721,10.423631449536312,2.4632901872228285e-10,3.878534771141811e-11
1.5880803708162009e-12,9.559943091517546e-11,1.3797677330056706e-12,1537190.15106,True,2,The relative error between two consecutive iterates is at most 0.000000,4397594236813.557,4.869507770793647,11.301763905360213,2.4228141593498635e-10,3.17951622823658e-11
1.637740255681519e-12,1.1204372645208236e-10,1.552284590609501e-12,1534897.39223,True,2,The relative error between two consecutive iterates is at most 0.000000,4431810783369.228,4.644620941635211,6.1430265798175565,2.5240687275061896e-10,3.2231183871886435e-11
1.709870507159304e-12,1.0292478130639555e-10,1.8152309822560626e-12,1537924.25434,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4603207639264.378,3.234356287236047,11.733280666446781,2.390191474086271e-10,3.140045770203842e-11
1.6643210760388812e-12,1.0697189253194982e-10,1.853185756307502e-12,1540276.00792,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4452088731905.92,3.3365687704869718,12.282510366854218,2.494839668012735e-10,3.219471047976335e-11
2.0450039398073045e-12,9.436243604295863e-11,2.010302378253439e-12,1570590.03748,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4296890305754.614,2.3770861957901595,15.980702510004807,2.3515063744774437e-10,3.714772277728213e-11
1.2791495630359537e-12,1.0888453809992962e-10,1.5245310273665419e-12,1528261.16935,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4813221656867.871,4.553691951545468,11.294757788211964,2.5821090030803385e-10,2.6120811763028907e-11
1.7292526189080988e-12,1.387090957552415e-10,1.121300524642107e-12,1541375.91541,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4615393294851.535,6.196054947102052,10.1756823966686,2.560329963476499e-10,3.246478383771469e-11
2.2390543025151762e-12,1.1286031932232606e-10,1.2675047808704995e-12,1981759.02134,True,2,The relative error between two consecutive iterates is at most 0.000000,2944006725665.487,4.141571905634309,15.454986254239106,2.9230064807766825e-10,5.6118869876717146e-11
1.5783823586358738e-12,1.2279478698003158e-10,1.5355154194209587e-12,1538257.20308,True,2,The relative error between two consecutive iterates is at most 0.000000,4729362914782.901,4.004751357801307,13.117219621506516,2.505749014767144e-10,2.993959833764973e-11
1.7190833951496035e-12,1.0473619936296334e-10,1.3074256079843577e-12,1530991.85653,True,2,The relative error between two consecutive iterates is at most 0.000000,4683350595110.688,5.177137187184506,10.174048410193905,2.333234612935701e-10,3.137577749902915e-11
2.2753393285440475e-12,1.0282419591059706e-10,1.7320191771159232e-12,1587591.06736,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4132797154680.7085,3.77911390022864,13.72665000005826,2.3864268674061417e-10,4.082755008587498e-11
1.5841835903102335e-12,1.1209029860887177e-10,1.4964640634374024e-12,1528999.63093,True,1,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000,4775324198841.406,4.446953333804146,10.58580732927003,2.4271842534449734e-10,2.9631866345658993e-11
1.719961944735458e-12,1.1895453837751084e-10,1.5352026025838178e-12,1537643.88065,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4741731645032.427,4.0965607015815575,10.392153531473111,2.4103615013663296e-10,3.1188125155967814e-11
1.506092152126575e-12,1.1119117658594007e-10,1.4682666605034355e-12,1525889.16675,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4751865256301.563,4.721067592413653,9.35487632133903,2.46935408814095e-10,2.902200786718592e-11
1.4590592854781541e-12,1.3427260965254008e-10,1.3647026491418423e-12,1534793.57349,True,2,The relative error between two consecutive iterates is at most 0.000000,4839459828068.688,4.97106310265107,10.255296591086008,2.619797908189314e-10,2.8387977610810844e-11
1.7135854992245063e-12,1.3101316816923041e-10,9.338980775308005e-13,1534683.29399,True,2,The relative error between two consecutive iterates is at most 0.000000,4732615697274.377,7.140503381311411,8.445675762539691,2.483510605765181e-10,3.146444225283882e-11
1.4380973058193808e-12,1.3351633446060657e-10,1.6207292222982757e-12,1528003.87286,True,1,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000,4735097141935.473,4.680433018271902,9.402440851409688,2.7101308407937726e-10,2.87383786321341e-11
1.751430250798317e-12,9.415298682109741e-11,1.6016039563571518e-12,1539923.89404,True,2,The relative error between two consecutive iterates is at most 0.000000,4318352559355.748,4.115219942012914,12.950486588225528,2.40034023377188e-10,3.405960115383355e-11
1.957410218088585e-12,9.123332114499006e-11,1.4104993164576213e-12,1539470.60198,True,1,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000,4608836645667.503,4.512523515381599,9.276203589992965,2.1972288900534172e-10,3.38318251208662e-11
1.898506300709038e-12,1.1001876115789032e-10,1.07698832387736e-12,2057875.21882,True,2,The relative error between two consecutive iterates is at most 0.000000,3005346984673.556,4.3850910018735885,13.801861281777622,2.914024464744509e-10,5.225661901986247e-11
1.8632673832985034e-12,1.0675876670243366e-10,1.5531030641688856e-12,1545036.07076,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4497317090621.291,4.568398369609507,13.425687452581279,2.388759634277074e-10,3.4079570341281374e-11
1.888141469370854e-12,9.514748174553327e-11,1.0101349494306444e-12,1537263.1835,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4626149740792.941,6.260185759236799,9.725304877679939,2.2069655819775853e-10,3.313937374471717e-11
1.798698110950987e-12,1.1556011766553524e-10,1.1176744279072102e-12,1639661.08423,True,2,The relative error between two consecutive iterates is at most 0.000000,4441906293579.143,4.293561028257782,11.690148817235192,2.340022907643648e-10,3.4044334441703106e-11
1.6704566720114064e-12,1.0516951545890574e-10,1.6283635849075855e-12,1532974.48825,True,2,The relative error between two consecutive iterates is at most 0.000000,4588541433580.918,3.828843177849986,12.566750041655853,2.406297588434625e-10,3.1610948640992925e-11
1.5601095596978906e-12,1.3976542993993362e-10,1.5761743535299012e-12,1571973.4119,True,2,The relative error between two consecutive iterates is at most 0.000000,4316410537409.1562,4.029931292126426,13.153731468033548,2.758088088088115e-10,3.307409149711338e-11
1.5890740237660225e-12,9.252975700485455e-11,1.3710805976400985e-12,1529087.35823,True,2,The relative error between two consecutive iterates is at most 0.000000,4694860441622.353,4.591345216847652,7.924006757507545,2.289759079670974e-10,2.9781336213648114e-11
1.3962841609082433e-12,9.897252118285718e-11,1.654099161009483e-12,1524521.33334,True,2,The relative error between two consecutive iterates is at most 0.000000,4837577534496.484,3.957917492409664,14.079168506300018,2.435018864882684e-10,2.7142925254155458e-11
1.9176404627626966e-12,1.1490804158633575e-10,1.7684404958295023e-12,1551264.47656,True,2,The relative error between two consecutive iterates is at most 0.000000,4623710969503.721,2.832299662926902,13.239670309375105,2.3496866939680225e-10,3.383121300199544e-11
1.65377025404017e-12,1.0062572663491652e-10,1.8158143972760034e-12,1533907.06683,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4628601556893.309,3.17681318717848,13.543861797288342,2.39101286455454e-10,3.105546196721053e-11
1.853625022897788e-12,8.770938183203365e-11,1.4550633246250715e-12,1533508.00541,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4555870906660.446,4.391948318565706,10.598071902707268,2.229161259833222e-10,3.316934742661115e-11
