H2O2,OH,HO2
7.69870E+01,1.73220E+00,1.70880E+01
7.71100E+01,1.00000E+00,1.73780E+01
7.73240E+01,1.00000E+00,1.72920E+01
7.77050E+01,1.00000E+00,1.70000E+01
7.71430E+01,1.00000E+00,1.69120E+01
7.69550E+01,1.00000E+00,1.75500E+01
7.65700E+01,1.00000E+00,1.67030E+01
7.78400E+01,1.00000E+00,1.79440E+01
7.72660E+01,1.41420E+00,1.76920E+01
7.71100E+01,1.00000E+00,1.74360E+01
7.68570E+01,1.00000E+00,1.73490E+01
7.67720E+01,1.41420E+00,1.77480E+01
7.77050E+01,1.00000E+00,1.63710E+01
7.80260E+01,1.00000E+00,1.72920E+01
7.74730E+01,1.00000E+00,1.75210E+01
7.71360E+01,1.00000E+00,1.64920E+01
7.75890E+01,1.00000E+00,1.73490E+01
7.75890E+01,1.00000E+00,1.65230E+01
7.66290E+01,1.00000E+00,1.68230E+01
7.72200E+01,1.00000E+00,1.62790E+01
7.68960E+01,1.00000E+00,1.60930E+01
7.77240E+01,1.00000E+00,1.67630E+01
7.72460E+01,1.00000E+00,1.67030E+01
7.72080E+01,1.00000E+00,1.69410E+01
7.79290E+01,1.00000E+00,1.58430E+01
7.70060E+01,1.41420E+00,1.56210E+01
7.70910E+01,1.00000E+00,1.52640E+01
7.72850E+01,2.00000E+00,1.64010E+01
7.73690E+01,1.00000E+00,1.63710E+01
7.75370E+01,1.73220E+00,1.62170E+01
7.69030E+01,1.00000E+00,1.57480E+01
7.76790E+01,1.41420E+00,1.52640E+01
7.78910E+01,1.00000E+00,1.43870E+01
7.68830E+01,1.00000E+00,1.51330E+01
7.78140E+01,1.00000E+00,1.51990E+01
7.80900E+01,1.00000E+00,1.58110E+01
7.66680E+01,1.00000E+00,1.55880E+01
7.75950E+01,1.73220E+00,1.48660E+01
7.71750E+01,1.00000E+00,1.54600E+01
7.73050E+01,1.00000E+00,1.45600E+01
7.69610E+01,1.00000E+00,1.55240E+01
7.74920E+01,1.00000E+00,1.41070E+01
7.76600E+01,1.00000E+00,1.41770E+01
7.69940E+01,1.00000E+00,1.50670E+01
7.67140E+01,1.00000E+00,1.46290E+01
7.80510E+01,1.00000E+00,1.44910E+01
7.81660E+01,1.00000E+00,1.43180E+01
7.74400E+01,1.00000E+00,1.43870E+01
7.70780E+01,1.00000E+00,1.48660E+01
7.68180E+01,1.41420E+00,1.52320E+01
7.75890E+01,1.00000E+00,1.41070E+01
7.74080E+01,1.00000E+00,1.29230E+01
7.68640E+01,1.00000E+00,1.42480E+01
7.70580E+01,1.41420E+00,1.39640E+01
7.76270E+01,1.00000E+00,1.39640E+01
7.74340E+01,1.00000E+00,1.28060E+01
7.69870E+01,2.00000E+00,1.45600E+01
7.62760E+01,1.00000E+00,1.36380E+01
7.79290E+01,1.00000E+00,1.31150E+01
7.79550E+01,1.00000E+00,1.37110E+01
7.77950E+01,1.00000E+00,1.34910E+01
7.77430E+01,1.00000E+00,1.25700E+01
7.77170E+01,1.00000E+00,1.34910E+01
7.65700E+01,1.00000E+00,1.23690E+01
7.71300E+01,1.00000E+00,1.29230E+01
7.71880E+01,1.00000E+00,1.28840E+01
7.70190E+01,1.41420E+00,1.26490E+01
7.70130E+01,1.00000E+00,1.24100E+01
7.69740E+01,1.00000E+00,1.14890E+01
7.80830E+01,1.41420E+00,1.18320E+01
7.73560E+01,1.00000E+00,1.18740E+01
7.68700E+01,1.00000E+00,1.28060E+01
7.77110E+01,1.00000E+00,1.21660E+01
7.69090E+01,1.00000E+00,1.23690E+01
7.77170E+01,1.00000E+00,1.20000E+01
7.70780E+01,1.00000E+00,1.12690E+01
7.77690E+01,1.00000E+00,1.17470E+01
7.76980E+01,1.00000E+00,1.18740E+01
7.80830E+01,1.00000E+00,1.18740E+01
7.77300E+01,1.00000E+00,1.22880E+01
7.78910E+01,1.41420E+00,1.04880E+01
7.67980E+01,1.00000E+00,1.08170E+01
7.62100E+01,1.00000E+00,1.10450E+01
7.74210E+01,1.00000E+00,1.05830E+01
7.78520E+01,1.00000E+00,1.01000E+01
7.74730E+01,1.00000E+00,1.12690E+01
7.71100E+01,1.00000E+00,1.08170E+01
7.75310E+01,1.00000E+00,1.06770E+01
7.74920E+01,1.00000E+00,1.00500E+01
7.68510E+01,1.00000E+00,1.05830E+01
7.82110E+01,1.00000E+00,1.00000E+01
7.84670E+01,1.73220E+00,1.06770E+01
7.71820E+01,1.00000E+00,1.06770E+01
7.80190E+01,1.00000E+00,9.21950E+00
7.75370E+01,1.00000E+00,9.64370E+00
7.79360E+01,1.00000E+00,9.94990E+00
7.69030E+01,1.41420E+00,9.84890E+00
7.74920E+01,1.00000E+00,1.02470E+01
7.68960E+01,1.00000E+00,8.06230E+00
7.80830E+01,1.00000E+00,9.79800E+00
7.77430E+01,1.73220E+00,1.00000E+01
7.74400E+01,1.00000E+00,8.77500E+00
7.79810E+01,1.00000E+00,9.32740E+00
7.72980E+01,1.41420E+00,8.30660E+00
7.85050E+01,1.00000E+00,9.48680E+00
7.75440E+01,1.00000E+00,9.59170E+00
7.73820E+01,1.41420E+00,9.94990E+00
7.77370E+01,1.00000E+00,9.59170E+00
7.80640E+01,1.00000E+00,9.84890E+00
7.70970E+01,1.41420E+00,9.11040E+00
7.74270E+01,1.00000E+00,7.87400E+00
7.78010E+01,1.00000E+00,8.12400E+00
7.71820E+01,1.00000E+00,8.42620E+00
7.70840E+01,1.00000E+00,8.24620E+00
7.71690E+01,1.00000E+00,8.60230E+00
7.86000E+01,1.00000E+00,8.66030E+00
7.74080E+01,1.00000E+00,8.94430E+00
7.71750E+01,1.00000E+00,8.60230E+00
7.71490E+01,1.00000E+00,8.00000E+00
7.70840E+01,1.00000E+00,7.81030E+00
7.80060E+01,1.00000E+00,7.48330E+00
7.72080E+01,1.00000E+00,7.93730E+00
7.78590E+01,1.00000E+00,8.30660E+00
7.66620E+01,1.00000E+00,7.07110E+00
7.83070E+01,1.00000E+00,7.54980E+00
7.65960E+01,1.00000E+00,7.81030E+00
7.74020E+01,1.00000E+00,7.61580E+00
7.79620E+01,1.00000E+00,6.63330E+00
7.80380E+01,1.00000E+00,6.92820E+00
7.81660E+01,1.00000E+00,7.61580E+00
7.72660E+01,1.41420E+00,6.40310E+00
7.76140E+01,1.00000E+00,7.41620E+00
7.79420E+01,1.00000E+00,7.00000E+00
7.81150E+01,1.00000E+00,7.28010E+00
7.69480E+01,1.00000E+00,7.87400E+00
7.78460E+01,1.41420E+00,6.85570E+00
7.80000E+01,1.00000E+00,7.00000E+00
7.71300E+01,1.00000E+00,7.87400E+00
7.74080E+01,1.41420E+00,7.41620E+00
7.77430E+01,1.41420E+00,7.00000E+00
7.75820E+01,1.41420E+00,6.70820E+00
7.72330E+01,1.00000E+00,6.85570E+00
7.78520E+01,1.73220E+00,7.21110E+00
7.86260E+01,1.00000E+00,6.85570E+00
7.69940E+01,1.00000E+00,6.55740E+00
7.75180E+01,1.00000E+00,6.63330E+00
7.87530E+01,1.00000E+00,6.24500E+00
7.77750E+01,1.41420E+00,5.74460E+00
7.80830E+01,1.00000E+00,6.78230E+00
7.74270E+01,1.73220E+00,6.40310E+00
7.79170E+01,1.00000E+00,6.48070E+00
7.78270E+01,1.00000E+00,5.91610E+00
7.78650E+01,1.00000E+00,6.40310E+00
7.71040E+01,1.00000E+00,6.63330E+00
7.82940E+01,1.41420E+00,6.85570E+00
7.74210E+01,1.41420E+00,6.32460E+00
7.88160E+01,1.41420E+00,6.48070E+00
7.72140E+01,1.00000E+00,6.00000E+00
7.72140E+01,1.00000E+00,6.92820E+00
7.77050E+01,1.00000E+00,5.65690E+00
7.80380E+01,1.00000E+00,6.24500E+00
7.82560E+01,1.41420E+00,6.32460E+00
7.79620E+01,1.00000E+00,6.55740E+00
7.70320E+01,1.00000E+00,5.65690E+00
7.73950E+01,1.00000E+00,6.16440E+00
7.83520E+01,1.00000E+00,6.16440E+00
7.69870E+01,1.00000E+00,6.55740E+00
7.76020E+01,1.00000E+00,6.63330E+00
7.74850E+01,1.00000E+00,5.09900E+00
7.72330E+01,1.00000E+00,6.48070E+00
