X0,k_HO2_wall,k_OH_wall,S_HO2,S_OH,cost,success,ier,mesg
4765603928195.779,4.050866884598275,12.42306340392829,2.2981041433321575e-10,3.380916795691339e-11,1609930.78508,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4234008753855.2163,4.415344357610291,10.064007337821094,2.4659138231822787e-10,3.9549993744091074e-11,1478216.05035,True,2,The relative error between two consecutive iterates is at most 0.000000
4556140310010.107,4.359000126042187,10.115571154614237,2.3791178977319806e-10,3.513627902646847e-11,1532688.50337,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
5092551818085.3545,4.120701645757511,10.33837690201983,2.2184857238574624e-10,3.132062927773199e-11,1413578.97734,True,2,The relative error between two consecutive iterates is at most 0.000000
4694819495627.497,4.373554575113757,9.136565866935582,2.3457388269104406e-10,3.0937307610935103e-11,1529208.70802,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4234080351317.386,4.363074737647585,10.984866305322495,2.4631930090348877e-10,3.7590585185500394e-11,1564496.95756,True,2,The relative error between two consecutive iterates is at most 0.000000
4809451254123.865,4.302471675881422,11.269271238445095,2.3120363631285058e-10,2.95343309777316e-11,1527435.05181,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4680266304012.787,4.3182548552942706,10.731692427456153,2.3393428211818427e-10,3.2287359652613825e-11,1474556.30023,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4616757751740.094,4.327114105529651,8.818433671220774,2.361435132039584e-10,3.285940739631493e-11,1348002.26724,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4990300151077.269,4.085072124299967,11.08906703748417,2.2453901310021265e-10,3.282196253681062e-11,1547876.66173,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4896382530280.73,4.179872124734905,9.451134935850737,2.276988559475244e-10,2.757867450602507e-11,1532023.77475,True,2,The relative error between two consecutive iterates is at most 0.000000
5047329016300.085,4.18091494615235,10.016479099064016,2.237306713790178e-10,2.9000821166968257e-11,1641524.88262,True,2,The relative error between two consecutive iterates is at most 0.000000
4461425623496.346,4.527097462872613,11.097406617382482,2.4010344065925323e-10,3.542076587632929e-11,1557476.29145,True,2,The relative error between two consecutive iterates is at most 0.000000
4461358216424.959,4.949409419018782,9.93302945997899,2.436713775213047e-10,3.394970772206247e-11,1580490.21023,True,2,The relative error between two consecutive iterates is at most 0.000000
4424947266995.383,4.623789258508006,10.288747972769004,2.4338498208951985e-10,3.402816077766149e-11,1552438.17741,True,2,The relative error between two consecutive iterates is at most 0.000000
4814166952408.265,4.178007764165947,10.735037034381454,2.301863642382507e-10,2.8119126426510866e-11,1499412.12312,True,2,The relative error between two consecutive iterates is at most 0.000000
4616498876678.368,4.59399586882818,9.990288439876913,2.366744403536972e-10,3.624787589689012e-11,1656329.01807,True,2,The relative error between two consecutive iterates is at most 0.000000
4160027631896.902,4.249701734543551,12.256864415546204,2.488308758403113e-10,3.125671981752913e-11,1797886.97613,True,2,The relative error between two consecutive iterates is at most 0.000000
4836373046063.168,4.327368534058565,9.986776307024677,2.295328804467833e-10,3.0988425440093706e-11,1463942.90378,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4996114165452.831,4.294805924555861,9.152793394276792,2.2486975349854558e-10,2.8981857055108503e-11,1348289.25583,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4297236122957.367,4.7028360805394165,9.971479978345378,2.466781663131308e-10,3.343923062308149e-11,1631893.37295,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4572883290928.31,4.759851616693784,10.687780162875478,2.389043929790997e-10,3.126980016575788e-11,1602379.41084,True,1,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000
4545234112235.968,4.266186440415641,9.776930219849799,2.373451823849136e-10,3.083827013308188e-11,1586483.93124,True,2,The relative error between two consecutive iterates is at most 0.000000
4749294772900.45,4.450098852327232,10.974249492748095,2.3320904651758707e-10,2.7264126987995935e-11,1512930.13592,True,2,The relative error between two consecutive iterates is at most 0.000000
4382754298421.3325,4.2475490974269725,10.042559377471788,2.427214238803997e-10,3.5297213993952946e-11,1366688.34495,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4659389246001.585,4.109403437812329,9.005620750791723,2.331414038878363e-10,2.996472599300736e-11,1611534.54247,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4656882085410.598,4.666461170108332,9.990910650859938,2.362457756385191e-10,3.370611803828793e-11,1569083.18617,True,2,The relative error between two consecutive iterates is at most 0.000000
4391300769835.1504,4.4815375416362615,10.73294327470139,2.436395288983583e-10,3.5476553169394773e-11,1670386.23102,True,2,The relative error between two consecutive iterates is at most 0.000000
4850759062212.554,4.560906104581285,7.446302740794314,2.3111198276172835e-10,3.295810947969062e-11,1470921.95278,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4527502931678.396,4.308364986151888,10.458245041206572,2.380793597063e-10,3.174158234725933e-11,1737800.14918,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4452540528469.146,4.70487051368694,10.10089175705539,2.4253431331119743e-10,3.390367203502028e-11,1656625.78504,True,1,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000
4866425130925.132,4.468700684046793,8.978903784093015,2.3047426545092552e-10,3.220072534632665e-11,1552758.47211,True,2,The relative error between two consecutive iterates is at most 0.000000
4730601052513.871,4.3428264429839345,9.351776620958708,2.3191083525851385e-10,3.572560116833858e-11,1414529.47949,True,2,The relative error between two consecutive iterates is at most 0.000000
4447019393765.279,4.585986507290594,10.287527474429396,2.422079401289103e-10,3.189436157572644e-11,1842620.96773,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4828908166051.461,4.197753691480969,9.143664167021287,2.2841454065282335e-10,3.685451759238002e-11,1582545.00829,True,2,The relative error between two consecutive iterates is at most 0.000000
4645857399273.486,4.89243142220394,10.089969324828289,2.379850244587115e-10,3.145421384866789e-11,1449297.39426,True,2,The relative error between two consecutive iterates is at most 0.000000
4710110454728.251,4.236957407080288,10.157185448225627,2.330969138917509e-10,3.018006148226433e-11,1452409.89668,True,2,The relative error between two consecutive iterates is at most 0.000000
4343795935057.3877,4.531602948952417,11.211444263364962,2.4552570867501697e-10,3.751784336565203e-11,1494857.70157,True,2,The relative error between two consecutive iterates is at most 0.000000
4607956422411.474,4.067417255379762,10.667995254500152,2.366418977668941e-10,3.815062079509311e-11,1748392.6742,True,2,The relative error between two consecutive iterates is at most 0.000000
4794057123991.9375,4.231036725773059,11.769278710247821,2.3059982316999344e-10,2.514535477206247e-11,1401763.92199,True,2,The relative error between two consecutive iterates is at most 0.000000
4838118982921.645,4.284042865016447,9.822443585281096,2.3011559294656482e-10,3.2646300053297265e-11,1705038.22217,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4407019371978.535,4.884012755186618,9.866973368136039,2.451540957973359e-10,3.620382616834866e-11,1591334.69743,True,2,The relative error between two consecutive iterates is at most 0.000000
4599533969259.122,4.469607613167587,9.258555972540506,2.3813573498473536e-10,3.477615163188481e-11,1557983.5487,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4344251253348.32,4.781938884061597,10.054084010027942,2.4703334736796594e-10,3.198092857104657e-11,1451894.1761,True,2,The relative error between two consecutive iterates is at most 0.000000
4933509940527.234,4.124628777651348,10.10723736034205,2.2875777048365094e-10,3.0249196837670084e-11,1531964.98928,True,2,The relative error between two consecutive iterates is at most 0.000000
4548503519584.411,4.039106619388772,10.340641563416145,2.3479328941274746e-10,3.0094643109636814e-11,1470398.1631,True,1,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000
4682836458898.285,4.406787106558578,10.392887297209146,2.3405469990138067e-10,3.383829014426774e-11,1579454.32257,True,2,The relative error between two consecutive iterates is at most 0.000000
4449517442890.276,4.403144423114164,9.480277430723522,2.4077561053040755e-10,3.322356376497642e-11,1439446.68196,True,2,The relative error between two consecutive iterates is at most 0.000000
4437645568965.6,4.7294782490998655,11.061010997818515,2.425632446857665e-10,3.5544652392190735e-11,1505973.3705,True,2,The relative error between two consecutive iterates is at most 0.000000
4372703594566.0483,4.442673609144321,11.248156062290482,2.4393234102339187e-10,3.292026025699796e-11,1519657.37341,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4336451613515.059,4.483423688577684,11.574343512871714,2.4503068231070005e-10,3.296646796443613e-11,1460215.52868,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
5040673618977.435,4.102249313473981,9.701973781731683,2.2347813870523828e-10,3.118971469616033e-11,1708357.27625,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4540342134331.071,4.765640405552145,11.344394037177317,2.407694491087993e-10,3.4269491875312034e-11,1468440.2778,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4882849129620.367,4.164195801644992,12.212206117438276,2.281070322411564e-10,3.0619373886001174e-11,1715511.03334,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4636859001032.599,4.269977411387782,11.070645352008228,2.348101106990123e-10,3.7764642532212515e-11,1438948.05872,True,2,The relative error between two consecutive iterates is at most 0.000000
4504087305133.091,4.357043438021905,10.583553345423601,2.389845284267761e-10,3.553859359332192e-11,1563772.94436,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4481836877164.7295,4.595901949388634,11.171380595520889,2.4149421060340954e-10,3.425992654816899e-11,1481632.15491,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
5117401273090.318,4.130945326195931,9.413998557588316,2.2184577728304807e-10,2.9867875379812416e-11,1311494.3365,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4689000480150.085,4.224075274625195,10.817406105104693,2.3395217107531676e-10,3.4079499968592976e-11,1632970.64267,True,2,The relative error between two consecutive iterates is at most 0.000000
4697640703617.208,4.3024838628899955,10.172409212915616,2.3367145906519897e-10,3.196833327412764e-11,1662115.46148,True,2,The relative error between two consecutive iterates is at most 0.000000
4608492659492.886,4.401999764906658,11.1269131920456,2.367598848585932e-10,3.720000796965555e-11,1710298.57463,True,2,The relative error between two consecutive iterates is at most 0.000000
4501962282855.682,4.601368675961068,10.857397910540419,2.414192514915915e-10,3.2539060996021816e-11,1614817.57725,True,2,The relative error between two consecutive iterates is at most 0.000000
4553770934562.594,4.802630820694745,10.548959524600201,2.4203349632263083e-10,3.1373714276960725e-11,1366755.58817,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4859068981892.869,4.362093420733101,9.775468520109257,2.2933787559946723e-10,3.2807424522154925e-11,1461671.29274,True,2,The relative error between two consecutive iterates is at most 0.000000
4467047556449.821,4.732048739140638,10.711304711422663,2.419191069295542e-10,3.448622381882114e-11,1278082.3663,True,2,The relative error between two consecutive iterates is at most 0.000000
4693270394473.195,4.309044323597755,10.855252968422144,2.3292371704814326e-10,3.158691545952824e-11,1530419.67748,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4960216235723.191,3.9818144183432373,9.043804998580812,2.2392250900786293e-10,2.988644864141349e-11,1433937.23906,True,2,The relative error between two consecutive iterates is at most 0.000000
4910985886163.43,4.151767110687163,11.148664994927545,2.285474911255131e-10,2.990603564254879e-11,1559057.11484,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4591798829646.785,4.509807612946337,11.591327494623693,2.375822033197109e-10,3.2608693314473796e-11,1585209.92798,True,2,The relative error between two consecutive iterates is at most 0.000000
4646596108299.095,4.549830562501729,8.766212854170371,2.3556472324110033e-10,3.2192326210782984e-11,1446150.71521,True,2,The relative error between two consecutive iterates is at most 0.000000
4422870564579.314,4.768369488693498,8.66016121141202,2.4392281450081573e-10,3.489999290643836e-11,1494466.25379,True,2,The relative error between two consecutive iterates is at most 0.000000
4598116489613.79,4.411791078482209,9.640954338410713,2.3624169428204606e-10,3.429321779597187e-11,1441319.92691,True,2,The relative error between two consecutive iterates is at most 0.000000
4775345396677.838,4.090143873493581,9.98268006526607,2.31005765502071e-10,3.26600636941797e-11,1504664.79084,True,2,The relative error between two consecutive iterates is at most 0.000000
4702159053283.144,4.226938735590768,11.457013957161458,2.335908523385041e-10,3.0881091155463986e-11,1545143.87317,True,2,The relative error between two consecutive iterates is at most 0.000000
4753802699771.14,4.17392818003764,10.517494647174649,2.3158523315932631e-10,3.332081793590986e-11,1531312.53717,True,2,The relative error between two consecutive iterates is at most 0.000000
4392417851446.975,4.273983714855486,10.20603740218959,2.422196058454828e-10,3.3656582720448633e-11,1509101.00695,True,2,The relative error between two consecutive iterates is at most 0.000000
4458586162572.831,4.2985125121294985,11.936360803285707,2.4054559247492296e-10,3.380402062659915e-11,1719170.32663,True,2,The relative error between two consecutive iterates is at most 0.000000
4834757383681.312,4.362885351347006,8.727673123854343,2.300763131865264e-10,3.46997085571879e-11,1507054.43219,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4235247049934.9624,4.753478554842093,11.106441863694867,2.503995682734091e-10,4.203940911072169e-11,1393669.68357,True,2,The relative error between two consecutive iterates is at most 0.000000
4404602405813.04,4.223702972536972,11.99950011708837,2.4154185146208174e-10,3.445776058829258e-11,1758320.15353,True,2,The relative error between two consecutive iterates is at most 0.000000
4927772647184.383,4.134260255748763,9.969139600229063,2.2494757298863342e-10,2.7910214456696098e-11,1505942.42679,True,2,The relative error between two consecutive iterates is at most 0.000000
4304566396716.842,4.968962456462778,10.241269164451756,2.495055586787385e-10,3.6381000336870335e-11,1338122.72557,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4691454747384.284,4.44435323937666,9.862143316011359,2.335895258046095e-10,3.373352644563602e-11,1715272.86765,True,2,The relative error between two consecutive iterates is at most 0.000000
4371361817812.8184,5.041564298528893,9.200521886017967,2.4628147234982685e-10,3.258670383224024e-11,1603928.8797,True,2,The relative error between two consecutive iterates is at most 0.000000
4546167971950.75,4.3922176604926735,13.042707744658244,2.3830358042453723e-10,3.7287279790547285e-11,1540022.4013,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4836361062868.789,4.402203352778954,8.798020923055127,2.2984614865948974e-10,3.3209071461398393e-11,1468963.56554,True,1,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000
4511544785664.866,5.0145446969563485,9.51503711685105,2.431521965729316e-10,3.2678255351279564e-11,1471651.82089,True,2,The relative error between two consecutive iterates is at most 0.000000
4238078965945.331,4.617453537481228,10.158629389590956,2.486510296296113e-10,3.779928153855415e-11,1585089.92504,True,2,The relative error between two consecutive iterates is at most 0.000000
4542896578731.276,4.9999461987600915,8.94863544269445,2.4068507764722276e-10,3.0709452114846335e-11,1437524.00205,True,2,The relative error between two consecutive iterates is at most 0.000000
4645768090198.432,4.111229198443381,10.43792456633611,2.328302216877849e-10,3.203581716820718e-11,1476915.60133,True,2,The relative error between two consecutive iterates is at most 0.000000
5221071217642.18,3.9720086819855593,9.091019019351783,2.1947492043524976e-10,2.6723937927278256e-11,1315204.7586,True,2,The relative error between two consecutive iterates is at most 0.000000
4144956553403.144,4.833477422799178,10.97677079517341,2.543451689228818e-10,3.361061027696587e-11,1511879.93907,True,2,The relative error between two consecutive iterates is at most 0.000000
4518572561896.8125,4.200371224734369,11.46334809862873,2.3782265180151446e-10,3.3232749745814205e-11,1431917.66363,True,2,The relative error between two consecutive iterates is at most 0.000000
4134938916632.321,4.6026948819956806,11.28286247249525,2.514738558349711e-10,3.4053545058227595e-11,1461598.38892,True,2,The relative error between two consecutive iterates is at most 0.000000
4653459410115.709,4.440632147633526,8.456212848030676,2.3541583152520326e-10,3.0099790414956194e-11,1584984.2015,True,2,The relative error between two consecutive iterates is at most 0.000000
4521861122797.754,4.530737834801489,12.822585288452226,2.419580317793663e-10,3.4630685998213874e-11,1401554.88755,True,2,The relative error between two consecutive iterates is at most 0.000000
5029984188533.717,3.825436370534853,12.035417106560985,2.2171019633294584e-10,2.8100204770187668e-11,1459995.49855,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4447760507282.731,4.811515936679767,11.056616344314193,2.435752461071872e-10,3.31674181198683e-11,1714159.69458,True,2,The relative error between two consecutive iterates is at most 0.000000
4473616847302.691,4.529949687963825,10.098402498511641,2.4207726460316266e-10,3.359201737853171e-11,1698664.4384,True,2,The relative error between two consecutive iterates is at most 0.000000
4426273230828.191,4.538524405578728,9.375794768434018,2.416514755811241e-10,3.764648250739057e-11,1645632.99262,True,2,The relative error between two consecutive iterates is at most 0.000000
4383993853408.43,4.663669013280629,10.141814803431306,2.4406008060225147e-10,3.6191612345655694e-11,1562721.26233,True,2,The relative error between two consecutive iterates is at most 0.000000
4321207030689.4243,3.9871361121424123,13.007871152601345,2.4411380021240434e-10,3.4222506817957e-11,1603560.27849,True,2,The relative error between two consecutive iterates is at most 0.000000
4812205819922.55,4.440268304650956,9.994318802417384,2.3074351265126515e-10,3.0251408805722065e-11,1487780.82854,True,2,The relative error between two consecutive iterates is at most 0.000000
4492315530390.656,4.448234323210847,12.041916650057447,2.415721625680445e-10,3.44094704335933e-11,1549868.49024,True,2,The relative error between two consecutive iterates is at most 0.000000
4451494991779.243,4.608694964039507,10.903418999566847,2.409254166176723e-10,3.530520073940173e-11,1668277.19744,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4678377520680.891,4.5931329869954505,9.266950621671185,2.3518650505313476e-10,2.6338180216959234e-11,1386783.29344,True,2,The relative error between two consecutive iterates is at most 0.000000
4811901320809.771,4.49122461447067,11.939868512987676,2.3085440665159158e-10,3.46581982069986e-11,1661856.86242,True,2,The relative error between two consecutive iterates is at most 0.000000
4913935734558.704,4.60340250604445,10.009515494812645,2.2929636064414166e-10,2.9210581511301786e-11,1609363.69828,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4401660276374.234,4.886101183806616,10.099214596171624,2.451022602482193e-10,3.046143523633653e-11,1283168.30545,True,2,The relative error between two consecutive iterates is at most 0.000000
4983313930792.292,4.250917238907158,10.129225431350385,2.2668097261862892e-10,2.8874854323838635e-11,1432776.78082,True,2,The relative error between two consecutive iterates is at most 0.000000
4493203928871.842,4.332390094149741,10.273098762832737,2.400608098241606e-10,3.5890031389169935e-11,1613720.58268,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4774868352758.0,4.301868535251489,10.342301391948759,2.2964335452556482e-10,3.4343652220629816e-11,1463542.56387,True,2,The relative error between two consecutive iterates is at most 0.000000
4679997441920.654,4.3854852270653835,9.933342451444505,2.3314140898334856e-10,3.194588460328724e-11,1479907.4991,True,1,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000
4496932095502.879,4.859742587879801,8.958706248293648,2.415380408017501e-10,3.410123294923573e-11,1641604.33782,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4487357320313.799,4.917898568117913,9.808021421137767,2.428755462211542e-10,3.219833818989437e-11,1501583.14653,True,2,The relative error between two consecutive iterates is at most 0.000000
4154730622557.1123,4.606125801407893,10.257646129833422,2.5187149066272527e-10,3.3266557247592265e-11,1486656.28914,True,2,The relative error between two consecutive iterates is at most 0.000000
4619517348192.914,4.615751467080004,10.062290740838886,2.3664216450840186e-10,3.110852578979568e-11,1778939.77194,True,2,The relative error between two consecutive iterates is at most 0.000000
4395311622667.7603,5.2039699433125355,10.343342071114028,2.4765357721744584e-10,3.545287929017361e-11,1445617.83617,True,2,The relative error between two consecutive iterates is at most 0.000000
4595153004257.218,4.480199240818452,9.875305327093868,2.3544844188560326e-10,3.372590978000965e-11,1598909.52149,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4469491754540.727,4.45763464145538,10.147433811398022,2.4064464292700765e-10,3.0593647658210806e-11,1559576.24708,True,2,The relative error between two consecutive iterates is at most 0.000000
4398107375203.592,5.274599247069277,11.239869557683406,2.485167674512221e-10,3.500686417064571e-11,1711708.83021,True,1,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000
4631558457180.248,4.762597976160879,11.334184012434296,2.383879125690206e-10,3.236552335922132e-11,1586231.89078,True,1,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000
4636796651426.708,4.095534194922238,11.131973050642511,2.336279476429518e-10,3.2789864410093364e-11,1522656.17524,True,2,The relative error between two consecutive iterates is at most 0.000000
4649451282743.192,4.363845253172465,10.193862950557063,2.3463422741664435e-10,3.0927210848816473e-11,1466126.37323,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4826465932337.395,4.306418029500377,9.975676197963665,2.2862013747593328e-10,3.0085477291873396e-11,1465671.72659,True,2,The relative error between two consecutive iterates is at most 0.000000
4316098077677.361,4.627285606077929,10.263724273485645,2.466073223533762e-10,3.839054762593691e-11,1571435.26513,True,2,The relative error between two consecutive iterates is at most 0.000000
4697551131085.909,4.295630153358578,10.919027866775036,2.3368406500627337e-10,3.042961145822971e-11,1486327.85689,True,2,The relative error between two consecutive iterates is at most 0.000000
4561381100443.012,4.656141014015085,11.05959686791635,2.3889492847963715e-10,3.270476875688304e-11,1498231.57889,True,2,The relative error between two consecutive iterates is at most 0.000000
4754027121732.727,4.513841165669863,10.146378112426893,2.326689625112861e-10,2.9056462735668637e-11,1452174.51884,True,2,The relative error between two consecutive iterates is at most 0.000000
4586418992918.981,4.337096231214495,11.74669756138583,2.357068641387121e-10,3.380440910581749e-11,1754694.08984,True,2,The relative error between two consecutive iterates is at most 0.000000
4694329841063.159,4.417615653152922,10.689874971362242,2.3355892666128937e-10,3.0983212453723105e-11,1540813.76829,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4601641631899.049,4.415132857753854,10.603090447272587,2.3678457326199757e-10,3.3986096425734525e-11,1605568.16689,True,2,The relative error between two consecutive iterates is at most 0.000000
4499678205556.554,4.284224139471641,10.564104757700607,2.4001189314726535e-10,3.430848307160789e-11,1417673.42061,True,2,The relative error between two consecutive iterates is at most 0.000000
4816737396925.898,4.564087568809951,9.965751054952657,2.3107766900938256e-10,3.069367178689955e-11,1603332.99816,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4452163597212.231,4.550343271179234,11.969919592891232,2.422214002429999e-10,3.673320714567148e-11,1535027.8636,True,2,The relative error between two consecutive iterates is at most 0.000000
4997466497562.304,4.3734426515458855,8.374156193473445,2.2500836892575363e-10,2.960710712379246e-11,1383611.37435,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4463263885881.435,4.717938954413745,11.876480185660817,2.4269544956162855e-10,3.8207733437121623e-11,1751689.61437,True,1,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000
4539913013243.379,4.583078912372178,9.559316386037233,2.386326814669508e-10,3.20093521035813e-11,1414527.94474,True,2,The relative error between two consecutive iterates is at most 0.000000
4810334081977.04,4.200720741563213,11.00824634897746,2.3016642473094207e-10,3.8455413647543496e-11,1564031.7143,True,2,The relative error between two consecutive iterates is at most 0.000000
4327335968804.92,4.566322120720638,10.258698674429427,2.456604671952015e-10,3.533681644870629e-11,1240918.19478,True,2,The relative error between two consecutive iterates is at most 0.000000
4525981899896.909,4.860357051433808,10.2364042354889,2.4197356773795806e-10,3.153287168458433e-11,1374700.80292,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4782915164838.735,4.521774744706376,10.053892702783791,2.326291777552578e-10,3.10724026539999e-11,1427207.98657,True,2,The relative error between two consecutive iterates is at most 0.000000
4378099669071.9824,4.781336966998948,10.471498241523046,2.4529998836212725e-10,3.57335399869771e-11,1535120.36403,True,2,The relative error between two consecutive iterates is at most 0.000000
4737744574361.224,3.9004816390837274,11.37196668011846,2.2979283686130869e-10,3.211703698239731e-11,1331152.57575,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4854695675800.47,4.395844936735013,10.132654952139102,2.2862473485213095e-10,3.0177558833727545e-11,1454273.76837,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4798897243547.454,4.287970631757652,9.5222470094356,2.309411311486131e-10,3.239019068163083e-11,1551646.50639,True,2,The relative error between two consecutive iterates is at most 0.000000
4501141865957.501,4.440711318449815,10.93022845149878,2.394628588649892e-10,3.365417298357564e-11,1375968.29406,True,2,The relative error between two consecutive iterates is at most 0.000000
4632880675816.722,4.673520789176406,8.91690374944125,2.371020907357816e-10,3.5361363389319114e-11,1520977.32089,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4341298093738.611,4.764892668006698,11.446668295372405,2.4672263456202907e-10,3.722372188826414e-11,1438015.14926,True,2,The relative error between two consecutive iterates is at most 0.000000
4840296232891.888,4.2251901921321275,10.549355462359513,2.2837077045921128e-10,3.283997792868658e-11,1484183.94668,True,2,The relative error between two consecutive iterates is at most 0.000000
4870089608619.763,4.254880364109563,10.591445755090279,2.27655836082828e-10,3.0999246119761704e-11,1616258.55782,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4808527747701.489,4.442183771989027,9.751094471454268,2.3098112707168037e-10,3.86169250428065e-11,1567758.82675,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4296595407402.2856,4.479498806484341,10.224622725611967,2.4600222592593545e-10,3.596355909977875e-11,1496856.10575,True,2,The relative error between two consecutive iterates is at most 0.000000
4807909056237.306,4.809300435509914,9.299520034333218,2.331998827381953e-10,2.8860978824149558e-11,1336162.36058,True,1,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000
